"","Year","State","what","domain1","domain2","dc1","dc2","dc_detail","Value","unit"
"641",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MONO-POTASSIUM SALT = 76416)","(D)","LB"
"642",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","(D)","LB"
"643",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","(D)","LB"
"644",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","(D)","LB"
"645",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","(D)","LB"
"646",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","(D)","LB"
"647",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","(D)","LB"
"648",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","10,200","LB"
"649",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","54,800","LB"
"650",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TOTAL)","286,900","LB"
"651",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","(D)","LB"
"652",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, DIMETH. SALT = 30019)","(D)","LB"
"653",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, TRIISO. SALT = 30035)","(D)","LB"
"654",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","LB"
"655",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE POT. SALT = 103613)","(D)","LB"
"656",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PARAQUAT = 61601)","(D)","LB"
"657",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (TOTAL)","300","LB"
"658",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","300","LB"
"659",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","200","LB"
"660",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","700","LB"
"661",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","300","LB"
"662",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","(NA)","LB"
"663",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","100","LB"
"664",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYANTRANILIPROLE = 90098)","(D)","LB"
"665",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYFLUMETOFEN = 138831)","(D)","LB"
"666",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYPERMETHRIN = 109702)","(D)","LB"
"667",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","(D)","LB"
"668",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","(D)","LB"
"669",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (IMIDACLOPRID = 129099)","(D)","LB"
"670",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","(D)","LB"
"671",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (METHOXYFENOZIDE = 121027)","(D)","LB"
"672",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","(D)","LB"
"673",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","1,000","LB"
"674",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","600","LB"
"675",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","(D)","LB"
"676",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","100","LB"
"677",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (TOTAL)","5,100","LB"
"678",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","LB"
"679",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ALKYL. DIM. BENZ. AM = 69105)","(D)","LB"
"680",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","(D)","LB"
"681",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DECYLDIMETHYLOCTYL = 69165)","(D)","LB"
"682",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","(D)","LB"
"683",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DIDECYL DIM. AMMON. = 69166)","(D)","LB"
"684",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DIMETHYLDIOCTYL = 69149)","(D)","LB"
"685",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (FLUTRIAFOL = 128940)","(D)","LB"
"686",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (HYDROGEN PEROXIDE = 595)","(D)","LB"
"687",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (PEROXYACETIC ACID = 63201)","(D)","LB"
"688",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","(D)","LB"
"689",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (TOTAL)","125,900","LB"
"690",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (NITROGEN)"," ","320,000","LB"
"691",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (PHOSPHATE)"," ","86,000","LB"
"692",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (POTASH)"," ","389,000","LB"
"693",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (SULFUR)"," ","(D)","LB"
"694",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (AZOXYSTROBIN = 128810)","0.858","LB / ACRE / APPLICATION"
"695",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBTILIS = 6479)","(NA)","LB / ACRE / APPLICATION"
"696",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","2.098","LB / ACRE / APPLICATION"
"697",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER CHLORIDE HYD. = 23501)","(D)","LB / ACRE / APPLICATION"
"698",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER HYDROXIDE = 23401)","(D)","LB / ACRE / APPLICATION"
"699",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYFLUFENAMID = 555550)","(D)","LB / ACRE / APPLICATION"
"700",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","0.313","LB / ACRE / APPLICATION"
"701",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DIFENOCONAZOLE = 128847)","(D)","LB / ACRE / APPLICATION"
"702",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DODINE = 44301)","(D)","LB / ACRE / APPLICATION"
"703",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","(D)","LB / ACRE / APPLICATION"
"704",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","0.206","LB / ACRE / APPLICATION"
"705",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUTOLANIL = 128975)","(D)","LB / ACRE / APPLICATION"
"706",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","(D)","LB / ACRE / APPLICATION"
"707",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FOSETYL-AL = 123301)","(D)","LB / ACRE / APPLICATION"
"708",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","LB / ACRE / APPLICATION"
"709",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","(D)","LB / ACRE / APPLICATION"
"710",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MONO-POTASSIUM SALT = 76416)","(D)","LB / ACRE / APPLICATION"
"711",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","(D)","LB / ACRE / APPLICATION"
"712",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","(D)","LB / ACRE / APPLICATION"
"713",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","(D)","LB / ACRE / APPLICATION"
"714",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","(D)","LB / ACRE / APPLICATION"
"715",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","(D)","LB / ACRE / APPLICATION"
"716",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","(D)","LB / ACRE / APPLICATION"
"717",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","1.34","LB / ACRE / APPLICATION"
"718",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","2.036","LB / ACRE / APPLICATION"
"719",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","(D)","LB / ACRE / APPLICATION"
"720",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, DIMETH. SALT = 30019)","(D)","LB / ACRE / APPLICATION"
"721",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, TRIISO. SALT = 30035)","(D)","LB / ACRE / APPLICATION"
"722",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","LB / ACRE / APPLICATION"
"723",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE POT. SALT = 103613)","(D)","LB / ACRE / APPLICATION"
"724",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PARAQUAT = 61601)","(D)","LB / ACRE / APPLICATION"
"725",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","0.045","LB / ACRE / APPLICATION"
"726",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","0.099","LB / ACRE / APPLICATION"
"727",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","0.141","LB / ACRE / APPLICATION"
"728",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","0.05","LB / ACRE / APPLICATION"
"729",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","(NA)","LB / ACRE / APPLICATION"
"730",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","0.058","LB / ACRE / APPLICATION"
"731",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYANTRANILIPROLE = 90098)","(D)","LB / ACRE / APPLICATION"
"732",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYFLUMETOFEN = 138831)","(D)","LB / ACRE / APPLICATION"
"733",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYPERMETHRIN = 109702)","(D)","LB / ACRE / APPLICATION"
"734",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","(D)","LB / ACRE / APPLICATION"
"735",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","(D)","LB / ACRE / APPLICATION"
"736",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (IMIDACLOPRID = 129099)","(D)","LB / ACRE / APPLICATION"
"737",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","(D)","LB / ACRE / APPLICATION"
"738",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (METHOXYFENOZIDE = 121027)","(D)","LB / ACRE / APPLICATION"
"739",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","(D)","LB / ACRE / APPLICATION"
"740",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","0.065","LB / ACRE / APPLICATION"
"741",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","0.063","LB / ACRE / APPLICATION"
"742",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","(D)","LB / ACRE / APPLICATION"
"743",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","0.054","LB / ACRE / APPLICATION"
"744",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","LB / ACRE / APPLICATION"
"745",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ALKYL. DIM. BENZ. AM = 69105)","(D)","LB / ACRE / APPLICATION"
"746",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","(D)","LB / ACRE / APPLICATION"
"747",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DECYLDIMETHYLOCTYL = 69165)","(D)","LB / ACRE / APPLICATION"
"748",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","(D)","LB / ACRE / APPLICATION"
"749",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DIDECYL DIM. AMMON. = 69166)","(D)","LB / ACRE / APPLICATION"
"750",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DIMETHYLDIOCTYL = 69149)","(D)","LB / ACRE / APPLICATION"
"751",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (FLUTRIAFOL = 128940)","(D)","LB / ACRE / APPLICATION"
"752",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (HYDROGEN PEROXIDE = 595)","(D)","LB / ACRE / APPLICATION"
"753",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (PEROXYACETIC ACID = 63201)","(D)","LB / ACRE / APPLICATION"
"754",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","(D)","LB / ACRE / APPLICATION"
"755",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (NITROGEN)"," ","1","LB / ACRE / APPLICATION"
"756",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (PHOSPHATE)"," ","1","LB / ACRE / APPLICATION"
"757",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (POTASH)"," ","2","LB / ACRE / APPLICATION"
"758",2019,"FLORIDA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (SULFUR)"," ","(D)","LB / ACRE / APPLICATION"
"759",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (AZOXYSTROBIN = 128810)","4.123","LB / ACRE / YEAR"
"760",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBTILIS = 6479)","(NA)","LB / ACRE / YEAR"
"761",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","16.856","LB / ACRE / YEAR"
"762",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER CHLORIDE HYD. = 23501)","(D)","LB / ACRE / YEAR"
"763",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER HYDROXIDE = 23401)","(D)","LB / ACRE / YEAR"
"764",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYFLUFENAMID = 555550)","(D)","LB / ACRE / YEAR"
"765",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","0.642","LB / ACRE / YEAR"
"766",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DIFENOCONAZOLE = 128847)","(D)","LB / ACRE / YEAR"
"767",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DODINE = 44301)","(D)","LB / ACRE / YEAR"
"768",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","(D)","LB / ACRE / YEAR"
"769",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","0.428","LB / ACRE / YEAR"
"770",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUTOLANIL = 128975)","(D)","LB / ACRE / YEAR"
"771",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","(D)","LB / ACRE / YEAR"
"772",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FOSETYL-AL = 123301)","(D)","LB / ACRE / YEAR"
"773",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","LB / ACRE / YEAR"
"774",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","(D)","LB / ACRE / YEAR"
"775",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MONO-POTASSIUM SALT = 76416)","(D)","LB / ACRE / YEAR"
"776",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","(D)","LB / ACRE / YEAR"
"777",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","(D)","LB / ACRE / YEAR"
"778",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","(D)","LB / ACRE / YEAR"
"779",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","(D)","LB / ACRE / YEAR"
"780",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","(D)","LB / ACRE / YEAR"
"781",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","(D)","LB / ACRE / YEAR"
"782",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","4.888","LB / ACRE / YEAR"
"783",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","10.166","LB / ACRE / YEAR"
"784",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","(D)","LB / ACRE / YEAR"
"785",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, DIMETH. SALT = 30019)","(D)","LB / ACRE / YEAR"
"786",2019,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (2,4-D, TRIISO. SALT = 30035)","(D)","LB / ACRE / YEAR"
